Entry_ID  Pocket_Score drug_score volume nb_asph inter_chain apol_asph_proportion mean_asph_radius as_density mean_asph_solv_acc mean_loc_hyd_dens flex hydrophobicity_score volume_score charge_score polarity_score a0_apol a0_pol af_apol af_pol n_abpa ala cys asp glu phe gly his ile lys leu met asn pro gln arg ser thr val trp tyr
2743  0.0539 0.4895 606.7814 83 0 0.5301 3.9025 5.1874 0.4941 40.9091 0.0483 35.9000 3.8000 -1 9 84.5340 77.3442 38.2269 48.8605 7 3 0 0 1 0 1 0 2 0 0 1 0 0 2 1 1 3 1 2 2 0
2744  0.1020 0.5529 1497.4124 176 0 0.3636 3.8895 9.3050 0.4641 31.3750 0.2271 31.8049 3.8049 -1 20 233.0722 166.4302 95.5673 113.2593 17 3 1 1 2 0 2 0 5 0 2 3 0 0 3 2 4 5 2 3 3 0
2745  0.3152 0.8203 860.7254 92 0 0.5761 3.9437 7.0443 0.4754 40.4151 0.4849 35.3704 3.7778 -1 10 160.9312 63.3489 55.4290 52.1977 8 4 0 0 2 0 1 0 2 1 0 1 0 1 2 2 1 2 1 2 5 0
2746  0.1763 0.8424 465.5483 76 1 0.6842 3.8709 4.4845 0.4640 45.2308 0.2663 53.0625 4.9375 2 8 105.0636 37.6781 57.3404 6.9559 9 0 1 2 0 0 0 0 0 1 0 3 0 1 1 0 1 0 1 2 3 0
2747  0.3087 0.0178 308.1297 35 0 0.2286 3.7977 3.0235 0.4436 7.0000 0.4945 22.7692 3.2308 0 7 27.7754 77.8532 19.1134 21.1213 10 0 0 0 1 2 1 0 2 1 0 1 0 0 0 0 3 0 1 0 1 0
2748  0.1377 0.0373 307.0128 22 1 0.4545 3.7188 3.6218 0.5420 8.8000 0.1175 29.8889 3.3333 1 5 66.4195 32.1438 36.3156 34.7797 2 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 2 0 0 0 0
2749  0.2688 0.0056 146.9772 26 0 0.2692 3.7723 1.8980 0.4362 6.0000 0.6479 14.2000 3.0000 -1 6 10.8687 39.9538 7.6454 1.7671 8 0 0 0 1 1 1 0 2 0 0 0 0 0 0 0 3 0 1 0 1 0
2750  0.4488 0.0292 895.2159 82 0 0.1829 3.8638 7.5215 0.5050 10.5333 0.2639 30.6071 4.6071 6 16 87.1867 126.4450 28.6702 90.9623 16 1 4 0 0 0 2 0 4 2 1 1 0 1 3 1 2 1 1 4 0 0
2751  0.3835 0.6135 259.1715 46 0 0.6522 3.8120 3.2930 0.4635 29.0000 0.0333 20.9167 4.5000 -1 8 52.5613 40.0644 7.6454 5.3014 7 0 0 0 2 1 0 1 0 2 0 0 0 0 2 1 0 1 1 1 0 0
2752  0.5254 0.9982 1005.1760 199 0 0.4925 3.8866 9.1416 0.4620 49.1837 0.4426 29.5000 4.0526 -2 18 132.0273 107.5885 26.7588 33.1815 23 4 1 2 3 1 2 2 2 1 1 1 1 1 3 1 1 1 0 4 6 0
2753  0.3430 0.0330 324.9959 72 0 0.3472 3.8893 3.7820 0.4708 23.8400 0.1112 30.6875 4.6875 -1 9 37.4365 42.0303 5.7340 6.9559 11 2 1 1 1 0 0 2 0 0 0 0 1 1 1 0 0 0 0 3 3 0
2754  0.4855 0.9023 521.0676 114 0 0.6316 3.9240 5.4063 0.4700 51.6389 0.0323 39.2105 4.7895 0 10 85.7416 39.7325 11.4681 10.4621 12 2 1 1 1 0 0 1 1 0 0 1 1 1 1 0 0 0 0 5 3 0
2755  0.1762 0.0009 431.5968 26 0 0.2692 4.1010 3.6679 0.6270 6.0000 0.4035 24.5385 4.0769 -2 8 41.0594 67.7675 24.8475 69.8128 6 1 0 1 1 0 1 2 0 1 1 0 0 0 3 0 0 2 0 0 0 0
2756  -0.0569 0.9093 1407.2471 195 1 0.5333 3.9261 8.7030 0.4429 67.3654 0.2833 26.5000 3.4545 0 9 296.2448 127.6364 132.2799 78.3106 24 0 0 2 0 2 0 1 5 1 0 1 0 1 2 1 2 1 1 1 1 0
2757  0.5421 0.9497 530.0369 128 0 0.5859 3.8704 5.5817 0.4679 53.0400 0.0422 35.7000 4.7500 -1 11 77.2882 40.7818 11.4681 6.9559 10 2 1 1 1 0 0 2 1 0 0 1 1 1 1 0 0 0 0 5 3 0
2758  0.2933 0.3423 657.8561 44 0 0.2727 3.8739 5.9536 0.5734 9.3333 0.1460 4.4167 3.4167 0 8 84.5340 103.6567 53.5177 82.1547 10 2 0 2 1 1 1 1 0 1 0 0 1 0 0 0 0 1 0 0 1 0
2759  -0.0582 0.1286 1499.9351 150 0 0.2133 3.9699 9.2977 0.4532 17.1250 0.3601 16.5500 3.9750 0 24 184.7671 248.5692 84.0992 202.4263 19 2 2 1 4 0 2 1 4 0 4 1 3 0 1 2 3 4 1 3 2 0
2760  0.1003 0.9262 1595.5797 246 1 0.3577 3.8832 10.1037 0.4606 53.6364 0.5238 11.2041 3.9184 1 31 212.5425 241.2368 95.5673 126.1362 39 2 5 1 6 2 0 3 6 2 2 0 3 0 3 0 7 0 0 4 3 0
2761  0.1402 0.1008 291.8624 20 1 0.6000 3.7729 3.3133 0.5205 11.0000 0.0664 32.0000 3.3750 1 4 67.6272 25.7150 76.4538 26.0848 2 2 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 1 0 0 0 0
2762  0.1366 0.9684 1243.7837 226 0 0.4204 3.9455 8.4937 0.4665 47.6000 0.1215 25.2558 4.0698 3 23 207.8703 137.6779 42.0496 62.8287 23 3 3 5 2 1 0 2 5 2 2 3 2 1 2 0 1 2 1 3 3 0
2763  0.1718 0.6319 697.9021 70 0 0.6571 4.0411 5.5540 0.4875 39.6522 0.5602 23.4500 4.0500 -1 10 137.6696 68.8168 74.5425 47.2060 10 2 0 1 2 0 2 2 1 1 1 2 2 0 2 0 0 0 0 0 2 0
2764  -0.0782 0.0010 1511.8287 163 1 0.1350 4.0161 9.2197 0.4644 8.8182 0.2656 13.7750 4.0000 -2 29 146.2021 302.2878 78.3652 180.3263 30 1 2 4 4 0 7 1 3 1 2 1 0 1 1 0 4 1 1 4 2 0
2765  0.3400 0.0947 309.1149 23 1 0.3043 3.7672 4.6859 0.5685 6.0000 0.1233 37.4444 3.3333 0 5 67.6272 36.5181 51.6063 20.8678 8 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 3 1 0 1 0 0
2766  0.2246 0.1915 546.9839 69 0 0.4638 4.0238 4.4780 0.5191 29.0625 0.4106 34.3750 5.3750 1 13 66.4195 98.4101 42.0496 68.3555 10 0 1 1 0 0 0 2 0 1 0 0 1 0 0 0 1 0 2 4 3 0
2767  0.4327 0.7726 377.0515 70 0 0.8429 3.8070 4.0173 0.4538 54.5424 0.5933 48.1579 4.3158 1 7 89.3645 8.6602 9.5567 0.0000 6 0 0 2 2 0 0 0 1 3 1 6 0 0 3 0 0 0 0 0 1 0
2768  0.2864 0.1177 526.2978 52 0 0.5385 3.8719 6.1111 0.4952 20.7857 0.2732 23.1875 4.2500 2 9 56.9960 91.0205 21.0248 70.1789 10 0 2 2 0 1 1 0 1 0 1 1 0 1 0 1 2 0 0 2 1 0
2769  0.3280 0.4803 407.3417 37 0 0.7027 4.0244 3.9934 0.5216 20.7692 0.0672 52.4545 4.5455 2 6 91.7797 30.3771 38.2269 33.3786 4 0 0 0 0 0 1 0 0 2 1 1 0 0 1 0 0 2 1 0 2 0
2770  0.2201 0.0198 730.0723 78 0 0.2821 3.9682 5.2431 0.4544 15.5455 0.3824 27.1905 3.5714 -2 10 94.8283 99.1717 66.8971 75.0861 13 1 0 1 1 3 0 2 4 1 0 1 0 0 1 0 2 0 2 1 1 0
2771  0.3109 0.4045 333.5311 48 0 0.7083 3.9675 3.4453 0.4761 33.0000 0.4570 24.3846 4.5385 0 10 81.9403 33.4808 26.9574 26.4227 4 0 0 0 2 2 0 1 0 3 0 0 0 0 1 0 0 1 1 2 0 0
2772  0.1695 0.5574 618.0287 83 0 0.3735 3.8059 5.3149 0.4715 27.2258 0.5260 22.7619 4.2857 -1 15 143.1925 62.6093 54.1133 41.9891 12 0 0 1 2 4 1 2 0 3 0 0 0 1 1 0 1 1 1 3 0 0
2773  0.1765 0.4971 600.9482 70 0 0.4857 3.9264 4.7094 0.4783 31.7059 0.4704 26.6667 4.5556 0 13 127.8100 55.0427 59.9466 40.2783 8 0 0 0 2 3 0 2 0 4 0 0 0 1 1 0 0 1 1 3 0 0
2774  0.3618 0.4051 720.9426 77 0 0.3117 3.8500 5.6889 0.4674 20.8333 0.0122 21.8636 4.1364 1 16 113.5170 59.2401 45.8723 61.1461 9 0 0 1 2 3 1 1 1 4 0 0 0 1 1 0 1 2 1 3 0 0
2775  0.2259 0.6031 680.3546 91 0 0.3846 3.8960 5.2478 0.4621 30.1143 0.3230 22.0909 4.2727 0 16 128.6218 60.4000 61.7587 36.7440 12 0 0 1 2 4 1 2 0 4 0 0 0 1 1 0 1 1 1 3 0 0
2776  0.2115 0.3956 435.3551 46 0 0.6957 3.9782 3.7748 0.4855 31.0000 0.0441 23.2143 4.5000 1 11 100.2130 49.7076 53.8155 40.3346 4 0 0 0 2 2 0 1 0 4 0 0 0 0 1 0 0 1 1 2 0 0
2777  0.3153 0.4369 681.8705 88 0 0.4205 3.9116 5.1838 0.4810 33.2973 0.3628 22.7619 4.2857 -1 15 97.7978 70.0653 47.9822 54.2746 14 0 0 1 2 4 1 2 0 3 0 0 0 1 1 0 1 1 1 3 0 0
2778  0.2074 0.4653 663.3190 58 0 0.4828 3.9696 4.8081 0.4822 26.7143 0.6151 26.6667 4.5556 0 13 116.3872 64.7523 38.4254 45.5797 10 0 0 0 2 3 0 2 0 4 0 0 0 1 1 0 0 1 1 3 0 0
2779  0.3032 0.8102 448.4839 69 0 0.4638 3.9151 4.3066 0.5203 31.0000 0.1929 32.6667 3.8889 -1 12 91.7797 46.2940 47.7836 26.1974 9 2 0 2 1 0 0 0 1 0 0 2 0 0 0 0 4 1 3 1 1 0
2780  -0.2137 0.0003 513.1928 32 0 0.4688 4.2212 4.0076 0.5701 13.3333 0.3756 38.8824 3.3529 0 6 107.4789 57.9694 55.4290 95.6723 4 3 0 0 1 0 0 0 2 1 1 2 0 1 0 0 2 1 0 1 2 0
2781  0.1840 0.3736 762.3259 90 0 0.5889 3.9684 5.6182 0.5597 45.1321 0.2862 38.7500 3.6667 -1 8 147.3306 64.8186 68.8084 59.6887 11 3 0 1 2 0 0 1 2 1 1 6 1 1 0 0 1 1 0 0 3 0
2782  -0.0163 0.4039 361.3182 44 0 0.7727 3.8839 3.1911 0.4301 33.0000 0.0915 23.0000 5.3333 1 5 71.2501 21.6726 26.7588 8.8357 4 0 1 0 0 0 0 1 0 0 0 1 1 0 0 2 0 0 2 0 1 0
2783  -0.2312 0.0370 220.9009 27 0 0.9259 4.0683 1.8483 0.5311 24.0000 0.4893 62.0000 4.1429 0 1 87.3451 12.8575 40.2375 3.4780 2 0 0 0 0 0 0 0 1 0 0 1 0 2 1 0 0 1 0 0 1 0
2784  0.2215 0.8576 794.8312 112 1 0.4196 3.9453 5.9218 0.4337 38.9787 0.2361 16.7917 4.1667 3 18 147.4890 69.4364 57.3403 56.2671 14 0 3 3 1 1 0 1 1 2 0 0 0 1 2 0 4 2 2 0 1 0
2785  0.3331 0.4116 759.0806 102 0 0.6569 4.0717 5.8202 0.4407 55.8209 0.4716 26.6818 3.5909 -3 9 111.2601 69.1930 59.2517 74.9171 9 2 0 2 2 0 0 2 2 0 2 2 1 3 0 0 2 0 0 0 2 0
2786  0.0597 0.0263 2718.3184 312 1 0.2756 3.9504 12.3137 0.4781 19.4419 0.3653 15.8276 3.2759 -4 29 352.9240 416.6684 206.4253 273.7809 41 6 2 1 5 2 3 3 8 1 4 2 1 0 3 2 7 5 0 1 2 0
2787  0.5509 0.9674 634.3521 126 0 0.6429 3.7974 6.4749 0.4491 61.7284 0.1895 55.8750 4.5000 -1 6 109.2407 37.6560 30.5815 1.7390 14 3 1 0 1 0 0 2 1 0 5 4 1 1 2 0 0 0 0 1 2 0
2788  0.2654 0.0350 330.9795 42 0 0.5238 3.9269 3.3374 0.5248 20.9091 0.5176 46.2143 4.2857 -1 5 65.5286 17.1876 26.7588 12.2292 4 2 0 0 1 0 0 1 0 0 1 1 1 1 1 0 0 1 0 1 3 0
2789  0.0287 0.7699 1417.1685 182 0 0.2418 4.0504 9.2508 0.5009 17.7727 0.2349 10.0811 4.2162 2 23 188.7858 212.4180 120.4147 105.1839 32 2 3 0 5 0 1 3 3 1 0 3 6 1 2 0 3 0 0 1 3 0
2790  -0.0644 0.0076 254.8706 30 0 0.5333 3.9033 2.3605 0.4283 15.0000 0.5282 41.6364 3.9091 -1 5 42.6628 33.2152 32.6914 20.8678 4 0 0 0 0 1 0 1 2 0 1 1 0 0 0 0 1 1 1 1 1 0
2791  0.1003 0.0001 264.4995 30 0 0.0000 3.9110 2.5718 0.4948 0.0000 0.1112 3.7500 3.3750 1 5 41.0594 49.6633 28.6702 43.8125 6 1 1 0 0 0 1 0 0 0 0 0 0 1 0 1 3 0 0 0 0 0
2792  0.3829 0.4426 643.8958 74 0 0.5135 3.7893 6.6451 0.4458 19.7895 0.6043 30.3684 4.9474 4 11 111.1018 74.4839 43.9609 82.1547 8 0 2 2 0 0 1 0 1 0 2 1 2 1 1 1 1 0 1 2 1 0
2793  0.1844 0.9088 1061.5466 141 0 0.7730 3.9520 6.8607 0.4562 69.5229 0.4834 58.6000 4.7667 5 10 232.6362 36.5624 76.5531 24.4303 11 1 2 0 0 1 1 0 1 2 3 8 1 2 3 0 2 0 0 2 1 0
2794  -0.0870 0.8323 1440.2317 174 0 0.4598 3.9162 8.8193 0.4776 44.0000 0.4870 30.6000 3.5500 0 16 283.7926 142.6718 128.0601 76.8532 24 6 0 3 3 0 0 1 5 2 1 6 2 1 1 0 2 1 0 2 4 0
2795  0.4036 0.0012 328.1278 41 0 0.1463 3.9141 3.1217 0.4683 5.0000 0.3626 19.5385 3.1538 -1 7 40.0892 43.0797 21.1241 27.9364 9 0 0 0 1 2 1 0 3 0 0 0 0 0 0 0 3 0 1 1 1 0
2796  0.3008 0.0049 404.1418 56 0 0.1964 3.9740 3.4485 0.4871 10.0000 0.4029 24.1333 3.4000 0 8 52.1655 66.8952 34.4042 42.0454 11 0 0 0 1 2 1 0 3 1 0 0 0 0 1 0 3 0 1 1 1 0
2797  0.0589 0.4190 626.2551 34 0 0.5294 4.1159 4.7962 0.5752 11.7778 0.3149 16.9444 4.2778 -2 11 92.0172 55.1534 42.2481 24.5148 7 1 1 2 1 0 0 3 1 1 1 0 0 2 1 1 0 1 1 1 0 0
2798  0.1587 0.1881 539.9353 50 1 0.5600 4.3982 3.4519 0.5326 26.7143 0.4845 34.0000 4.0714 -1 6 70.4383 74.2847 70.9183 55.8165 8 0 0 1 2 0 0 0 2 0 2 1 1 1 1 0 1 0 1 0 1 0
2799  0.1199 0.1245 1289.7560 157 0 0.2739 4.0049 7.5382 0.4453 36.2791 0.3410 18.2727 4.6364 -1 22 146.1230 166.8728 87.9219 99.4037 22 0 5 0 2 0 2 4 2 0 2 2 0 0 2 2 0 5 1 3 1 0
2800  0.5577 0.9954 963.6735 165 0 0.5576 3.8730 8.6527 0.4552 42.8478 0.2253 41.1081 4.9189 8 18 173.0867 52.9883 32.4929 15.7635 18 1 2 1 0 0 0 0 2 2 3 2 4 4 5 2 1 3 2 3 0 0
2801  0.1890 0.4632 273.8961 53 0 0.6415 3.5859 4.3226 0.3769 31.1765 0.3970 61.2222 4.6667 -2 6 58.2037 20.4462 0.0000 0.0000 10 1 0 0 0 0 0 2 1 0 1 4 0 1 3 0 0 2 1 1 1 0
2802  0.3307 0.9522 776.4323 179 0 0.6816 3.8772 7.0602 0.4645 71.8197 0.4839 33.1538 4.3846 -1 16 149.7459 73.0805 32.4929 12.2011 18 0 1 0 1 0 0 2 5 1 1 1 0 0 3 0 4 0 2 5 0 0
2803  0.0504 0.8840 1222.2338 200 0 0.6300 3.8195 7.6778 0.4595 71.0159 0.5991 34.3793 4.3103 -2 17 213.7501 128.8628 87.9219 78.4796 17 0 0 1 2 0 0 2 5 2 1 2 0 0 3 0 2 1 2 5 1 0
2804  -0.0775 0.6940 1395.4594 210 0 0.5286 3.8731 7.9389 0.4589 61.0631 0.3982 29.0909 4.2424 -1 21 230.6570 153.7497 105.1240 94.1868 23 0 1 1 2 0 1 2 5 2 1 1 0 0 3 0 3 2 2 5 2 0
2805  0.1498 0.0090 575.7910 55 0 0.2182 3.8490 5.5458 0.5076 10.0000 0.5687 9.5714 4.0714 1 8 96.6894 87.2529 38.2269 87.0900 6 0 1 0 1 1 2 1 0 2 0 2 0 1 0 2 0 1 0 0 0 0
2806  0.0479 0.0000 431.2633 34 0 0.0000 3.9299 4.2273 0.5527 0.0000 0.3230 29.3333 3.6667 0 4 59.8863 72.5623 36.8119 87.4843 6 0 0 1 0 1 0 1 1 1 0 1 0 1 1 0 1 0 0 0 0 0
2807  0.2958 0.1561 451.2451 45 0 0.5111 3.8865 3.8051 0.4133 22.0000 0.3089 16.4615 4.0769 3 8 58.1245 70.7292 38.2269 70.6013 8 1 1 1 1 1 1 0 1 2 1 0 1 0 0 0 0 0 0 1 1 0
2808  0.0840 0.2085 597.2203 62 0 0.4194 3.9530 4.8278 0.4750 25.0000 0.5487 15.1176 4.2941 5 11 76.1597 94.3455 26.7588 81.0353 9 1 3 1 1 1 1 0 1 2 1 0 1 0 0 0 1 0 0 1 2 0
2809  0.3173 0.5419 479.8546 59 0 0.4746 3.8588 4.4366 0.4494 27.0000 0.2574 16.9375 4.1250 4 10 80.9111 59.4392 42.0496 47.5721 7 1 2 1 1 1 1 0 1 2 1 0 1 0 0 0 1 0 0 1 2 0
2810  0.0839 0.9990 2839.0828 475 0 0.8611 4.0345 12.1407 0.5064 114.2152 0.3831 50.9091 4.3333 3 20 570.8717 71.1589 305.9146 40.1938 21 5 4 0 0 2 2 3 8 1 7 7 1 2 9 0 2 2 1 4 6 0
2811  0.0839 0.9990 2847.0762 475 0 0.8611 4.0345 12.1407 0.5064 114.2152 0.3831 50.9091 4.3333 3 20 570.8717 71.1589 305.9146 40.1938 21 5 4 0 0 2 2 3 8 1 7 7 1 2 9 0 2 2 1 4 6 0
2812  0.0543 0.7315 1574.5402 164 0 0.4878 3.9380 8.1304 0.5327 50.8750 0.2960 36.6667 4.2727 -2 13 262.0553 127.8356 179.6665 108.0142 21 1 1 1 3 0 2 1 2 1 4 1 0 1 6 2 2 0 0 2 3 0
2813  0.2658 0.0338 750.8914 79 0 0.1392 3.8804 5.7836 0.4141 8.3636 0.2062 -2.1500 4.3000 5 16 100.2331 101.4696 68.8084 43.6999 20 1 5 0 0 0 2 2 0 2 0 1 0 0 0 2 1 4 0 0 0 0
2814  -0.0317 0.9229 1338.0720 151 0 0.5563 3.9873 8.5775 0.4642 34.6667 0.2891 33.0889 4.0889 1 20 242.7332 161.3827 116.5920 80.2186 19 3 3 0 1 1 1 2 4 1 3 1 0 1 4 3 4 3 1 4 5 0
2815  0.3775 0.9813 1627.5959 206 0 0.4757 3.9914 10.0406 0.4839 51.0408 0.3765 43.4250 4.2750 3 19 246.6728 120.8443 120.4147 77.2193 23 4 0 2 3 0 2 0 0 5 6 5 1 1 3 0 2 1 0 3 2 0
2816  0.2418 0.5313 749.5302 73 0 0.6575 3.9684 4.9554 0.5512 40.7500 0.3076 12.5882 4.2353 2 11 132.9183 49.5305 84.1985 48.7197 7 1 2 0 2 1 2 0 1 0 1 0 2 0 1 0 2 0 0 1 1 0
2817  0.1769 0.5111 845.1760 84 0 0.5357 4.0210 5.2920 0.5661 42.2222 0.3546 17.7778 4.3333 2 11 135.3335 75.4669 101.4006 69.8128 12 1 3 0 2 1 2 0 1 0 1 1 1 0 1 0 2 0 0 1 1 0
2818  0.1020 0.9323 930.6967 120 0 0.5583 3.9226 7.1514 0.4108 54.1194 0.1426 51.2222 4.0000 -1 8 183.0643 105.4456 55.6276 59.2663 13 3 0 2 1 0 1 0 3 0 4 3 0 1 3 0 1 1 1 1 2 0
2819  0.3702 0.9113 1051.6593 183 1 0.4262 3.9052 7.5462 0.4599 54.8718 0.2125 29.2564 3.6923 -1 13 142.5001 105.6890 53.5177 60.9771 21 3 1 2 2 0 1 1 6 0 4 3 1 1 3 3 3 0 0 2 3 0
2820  -0.0428 0.0052 458.2736 43 0 0.2093 4.1263 3.9256 0.5122 8.0000 0.4157 4.2500 4.1000 5 17 56.7585 92.8315 30.5815 45.4952 12 0 3 2 0 0 0 2 1 3 0 0 1 0 0 0 2 3 0 1 2 0
2821  0.2421 0.3790 254.1474 45 1 0.7556 3.9883 2.8331 0.5306 33.0000 0.0900 43.7857 4.3571 2 6 45.8899 11.9852 11.4681 0.0000 4 2 0 1 0 0 0 0 1 0 1 3 2 0 0 0 0 1 0 2 1 0
2822  0.1026 0.9466 798.4029 87 0 0.7586 3.9983 5.9852 0.4645 52.9091 0.4437 43.2500 4.0417 0 5 179.7581 47.4319 74.9396 10.4902 13 2 0 0 1 0 1 0 3 0 4 2 1 5 1 2 0 1 0 1 0 0
2823  -0.0579 0.7711 1204.5469 165 1 0.5697 4.0491 7.9237 0.4780 64.1064 0.3459 25.4375 3.4375 0 6 261.5401 94.4654 143.5494 80.0778 11 0 0 1 0 1 0 1 4 1 0 0 0 1 2 1 1 1 1 0 1 0
2824  -0.0579 0.7711 1207.0514 165 1 0.5697 4.0491 7.9237 0.4780 64.1064 0.3459 25.4375 3.4375 0 6 261.5401 94.4654 143.5494 80.0778 11 0 0 1 0 1 0 1 4 1 0 0 0 1 2 1 1 1 1 0 1 0
2825  0.2486 0.5439 1059.6295 105 0 0.6762 3.9796 7.5282 0.5068 44.5634 0.4425 41.8333 3.6667 0 7 182.9852 76.4498 80.6736 52.3948 14 4 0 0 1 0 0 0 4 0 5 3 1 4 1 2 2 2 0 1 0 0
2826  0.2574 0.5544 897.2454 108 0 0.5648 3.9778 6.7931 0.4576 41.5082 0.4564 34.4400 3.8400 -1 10 130.4239 95.6697 89.8332 92.2788 11 3 0 1 2 0 0 1 2 0 1 4 2 2 1 0 2 1 0 1 2 0
2827  0.0600 0.0001 212.6963 18 0 0.0556 3.8654 2.3166 0.5475 0.0000 0.0853 26.1000 4.6000 3 6 17.1443 44.1954 5.8333 43.7562 4 1 1 0 0 1 1 0 0 2 1 0 0 0 0 1 0 0 0 2 0 0
2828  0.1664 0.2803 1274.3983 127 0 0.4724 4.1428 8.0778 0.4411 44.4333 0.6002 22.2500 3.5938 -2 14 157.3083 142.0965 131.8828 137.8022 16 3 1 2 3 0 1 2 4 0 2 3 2 3 0 0 2 1 0 0 3 0
2829  0.0106 0.0002 226.3634 24 0 0.1250 3.9409 2.9541 0.5710 2.0000 0.3842 34.7000 3.0000 0 5 44.6822 32.1880 47.7836 29.5627 5 1 0 0 0 0 0 0 1 0 2 1 0 0 0 0 3 2 0 0 0 0
2830  0.3013 0.7828 933.3111 148 0 0.5203 3.9527 6.6676 0.4729 53.6623 0.1941 34.6429 4.3929 0 17 128.0086 93.3718 51.6063 50.4587 15 0 1 1 1 0 1 1 5 1 1 2 0 0 3 0 3 1 2 5 0 0
2831  0.0016 0.1627 296.4799 30 0 0.6333 4.0144 2.2874 0.5571 18.0000 0.0863 64.8750 5.7500 2 4 66.5779 6.4509 51.6063 5.2451 2 0 1 0 0 0 0 0 0 1 0 3 0 1 0 0 0 0 1 1 0 0
2832  0.4678 0.9806 886.8374 130 0 0.7308 4.0736 7.6152 0.5137 55.9368 0.1539 58.3438 4.7188 2 14 160.6937 38.8381 61.1631 8.7794 9 2 1 0 1 1 0 0 0 2 2 7 0 1 2 0 3 1 1 5 3 0
2833  0.4292 0.9831 899.0753 134 0 0.7313 4.0537 7.6998 0.5309 57.6531 0.1271 58.3438 4.7188 2 14 170.4339 38.8602 68.9077 7.0404 9 2 1 0 1 1 0 0 0 2 2 7 0 1 2 0 3 1 1 5 3 0
2834  0.4629 0.9840 925.1702 126 0 0.7540 4.0636 7.7586 0.5065 54.8211 0.1495 58.3438 4.7188 2 14 169.1471 39.9095 70.7198 8.7794 9 2 1 0 1 1 0 0 0 2 2 7 0 1 2 0 3 1 1 5 3 0
2835  0.4521 0.2910 687.0006 99 0 0.1919 3.8173 7.4166 0.4184 12.7368 0.3192 -0.3077 3.8846 -1 20 76.0806 124.3685 3.8227 41.9328 25 0 2 3 4 0 2 2 1 1 0 2 2 0 1 0 3 1 0 0 2 0
2836  0.2278 0.7798 560.5078 70 0 0.6286 3.9685 4.1848 0.5484 41.3182 0.2627 13.6875 4.3750 2 10 117.2191 42.0303 70.8190 22.6350 10 1 2 0 2 1 2 0 1 0 1 0 2 0 1 0 1 0 0 1 1 0
2837  0.3765 0.9810 900.7985 119 0 0.7143 4.0263 7.3563 0.5326 51.0824 0.1006 57.0000 4.6774 2 14 177.6797 35.5573 66.8971 7.0123 9 2 1 0 1 1 0 0 0 2 2 7 0 1 1 0 3 1 1 5 3 0
2838  0.4580 0.9795 913.1633 124 0 0.7419 4.0614 7.6108 0.5070 55.2609 0.1794 58.3438 4.7188 2 14 168.0186 36.6952 66.8971 10.5466 10 2 1 0 1 1 0 0 0 2 2 7 0 1 2 0 3 1 1 5 3 0
2839  0.3453 0.6781 794.4378 89 0 0.2809 4.0069 6.5160 0.5216 15.9200 0.0312 34.6087 4.4783 2 14 112.6261 83.8394 63.4715 64.4551 13 2 2 0 2 0 1 0 1 2 2 1 0 1 0 0 0 3 1 3 2 0
2840  0.2249 0.9315 998.8754 120 0 0.4250 3.9310 8.0446 0.4549 40.2745 0.3773 32.6786 3.5357 1 10 177.5214 96.9845 110.8580 69.6720 19 3 1 0 1 0 0 1 6 1 3 1 1 1 1 0 3 0 0 2 3 0
2841  0.2831 0.3798 413.7816 37 0 0.6216 3.9604 4.3034 0.4851 16.0000 0.0000 39.9286 4.2857 2 6 106.2713 34.7293 43.9609 20.9805 4 0 0 0 0 0 1 0 0 2 0 2 0 0 1 2 0 2 1 0 3 0
2842  -0.0635 0.0004 395.6335 24 0 0.5000 3.8792 4.2155 0.6684 10.3333 0.3738 5.4444 4.2222 1 5 76.0806 46.2498 38.2269 74.9171 2 0 0 1 0 0 0 1 0 1 0 0 1 0 0 2 0 0 0 1 2 0
2843  0.0159 0.9901 2838.2112 378 0 0.6323 3.9539 11.7849 0.4567 72.8285 0.4593 41.6667 4.5000 4 27 555.0530 177.7202 233.8791 97.6647 35 2 2 0 1 1 4 5 3 4 6 12 4 5 6 2 4 0 0 3 2 0
2844  -0.1624 0.1646 626.6747 66 0 0.5455 3.9554 4.9039 0.4608 34.1667 0.1717 25.4375 3.2500 0 5 138.3821 50.4028 78.4644 38.2577 8 0 0 1 0 1 0 1 4 1 0 1 0 1 2 1 1 1 0 0 1 0
2845  0.0189 0.0886 328.1056 36 0 0.5556 3.9054 3.1796 0.5195 17.9000 0.0305 37.8462 5.3846 -1 10 24.1526 69.9325 9.5567 33.1534 5 0 1 1 0 0 0 2 0 0 0 0 0 0 1 0 1 0 1 4 2 0
2846  -0.1650 0.0056 992.6613 113 0 0.0708 3.8721 7.6866 0.4755 4.0000 0.6160 -5.5000 3.0455 0 16 78.4958 217.4876 24.8475 129.5860 27 0 0 6 0 3 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2847  0.1279 0.3222 1183.9420 142 1 0.2887 4.0246 8.5402 0.4809 27.1220 0.2799 6.3333 3.9630 2 18 124.7024 189.5191 86.0105 149.3062 19 1 4 1 3 0 1 2 2 2 2 0 1 0 0 0 1 0 0 3 1 2
